id,web_name,team,element_type,now_cost,total_points,form,points_per_game,ep_next,expected_goal_involvements,minutes
1,Raya,1,1,6.0,129,7.0,4.2,8.0,0.06,2790
2,Arrizabalaga,1,1,4.0,0,0.0,0.0,1.0,0.00,0
3,Hein,1,1,4.0,0,0.0,0.0,0.0,0.00,0
4,Setford,1,1,3.9,0,0.0,0.0,1.0,0.00,0
5,Gabriel,1,2,7.2,173,9.0,6.9,10.0,3.55,2165
6,Saliba,1,2,6.1,107,11.0,4.3,12.0,1.58,2074
7,Calafiori,1,2,5.6,93,6.0,4.2,7.0,3.41,1446
8,J.Timber,1,2,6.3,149,1.0,5.0,1.5,6.24,2452
9,Kiwior,1,2,5.4,0,0.0,0.0,0.0,0.00,0
10,Lewis-Skelly,1,2,5.0,12,0.0,0.9,1.0,0.11,311
11,White,1,2,5.1,30,0.0,4.3,1.0,0.92,409
13,Clarke,1,2,3.7,0,0.0,0.0,1.0,0.00,0
14,Kacurri,1,2,3.9,0,0.0,0.0,0.0,0.00,0
15,Nichols,1,2,3.7,0,0.0,0.0,1.0,0.00,0
16,Saka,1,3,9.8,133,3.0,4.9,3.0,12.74,1995
17,Ødegaard,1,3,7.8,62,0.0,3.1,1.0,3.92,1070
18,Madueke,1,3,6.8,54,3.0,2.7,4.0,3.09,889
19,Martinelli,1,3,6.8,47,4.0,1.9,5.0,4.53,839
20,Trossard,1,3,6.5,99,0.0,3.8,1.0,7.66,1675
21,Rice,1,3,7.3,163,3.0,5.4,4.0,9.48,2580
22,Merino,1,3,5.4,66,0.0,3.1,0.0,4.44,996
23,Fábio Vieira,1,3,5.4,0,0.0,0.0,0.0,0.00,0
24,Nørgaard,1,3,5.1,6,0.0,1.0,1.0,0.05,56
25,Nwaneri,1,3,5.0,8,0.0,1.3,0.0,0.31,165
26,Zubimendi,1,3,5.1,117,3.0,3.8,4.0,4.96,2597
28,Kabia,1,3,4.5,0,0.0,0.0,0.0,0.00,0
29,Sambi,1,3,4.5,0,0.0,0.0,0.0,0.00,0
30,Havertz,1,4,7.3,12,2.0,2.0,3.0,0.40,261
31,G.Jesus,1,4,6.4,17,0.0,1.5,1.0,1.94,304
266,Eze,1,3,7.2,94,3.0,3.6,2.0,6.11,1494
662,Mosquera,1,2,5.3,28,1.0,2.0,2.0,0.49,667
666,Gyökeres,1,4,8.8,101,7.0,3.5,8.0,10.98,1888
700,Dowman,1,3,4.2,11,6.0,3.7,7.0,1.15,43
711,Harriman-Annous,1,3,4.4,0,0.0,0.0,1.0,0.00,0
725,Hincapie,1,2,5.1,74,4.0,3.5,2.5,1.72,1499
759,Salmon,1,2,4.0,0,0.0,0.0,1.0,0.00,0
32,Martinez,2,1,5.1,105,4.0,3.9,4.0,0.06,2385
33,M.Bizot,2,1,4.2,11,0.0,2.2,0.0,0.00,405
34,Gauci,2,1,4.0,0,0.0,0.0,0.0,0.00,0
35,Marschall,2,1,4.0,0,0.0,0.0,0.0,0.00,0
36,Cash,2,2,4.7,106,3.0,3.8,3.0,3.77,2442
37,Digne,2,2,4.5,85,5.5,3.3,5.5,3.34,1549
38,Konsa,2,2,4.4,95,3.5,3.2,3.5,1.83,2675
39,Maatsen,2,2,4.2,40,0.5,1.7,0.5,2.90,1251
40,Mings,2,2,4.3,44,1.5,3.4,1.5,1.38,962
41,Pau,2,2,4.3,56,3.0,3.3,3.0,0.99,1386
42,A.García,2,2,3.9,3,0.5,0.8,0.5,0.01,37
43,Alex Moreno,2,2,4.0,0,0.0,0.0,0.0,0.00,0
44,Bogarde,2,2,4.0,34,0.5,1.4,0.5,0.19,797
45,Sousa,2,2,3.8,0,0.0,0.0,0.0,0.00,0
46,Yasin,2,2,4.0,0,0.0,0.0,0.0,0.00,0
47,Rogers,2,3,7.4,138,4.0,4.5,4.0,9.27,2753
48,Tielemans,2,3,5.9,53,0.5,2.9,0.5,3.50,1318
49,Bailey,2,3,5.5,13,1.0,1.4,1.0,1.52,334
50,Buendía,2,3,5.3,83,2.0,2.9,2.0,4.77,1453
51,Iling Jr,2,3,5.5,0,0.0,0.0,0.0,0.00,0
53,Malen,2,3,5.1,55,0.0,2.6,0.0,4.38,640
54,McGinn,2,3,5.3,83,6.0,3.5,6.0,4.87,1717
55,Barkley,2,3,4.8,35,7.5,2.5,7.5,1.80,390
56,Barrenechea,2,3,5.0,0,0.0,0.0,0.0,0.00,0
57,Dobbin,2,3,5.0,0,0.0,0.0,0.0,0.00,0
58,Kamara,2,3,4.9,61,0.0,3.4,0.0,1.36,1410
59,Onana,2,3,4.8,71,3.5,3.2,3.5,2.02,1558
60,Broggio,2,3,4.4,0,0.0,0.0,0.0,0.00,0
61,Dendoncker,2,3,4.5,0,0.0,0.0,0.0,0.00,0
62,Jimoh-Aloba,2,3,4.5,1,0.0,1.0,0.0,0.00,8
63,Young,2,3,4.3,0,0.0,0.0,0.0,0.00,0
64,Watkins,2,4,8.5,109,4.5,3.6,4.5,11.67,2289
65,Redmond,2,4,4.5,0,0.0,0.0,0.0,0.00,0
389,Elliott,2,3,5.1,5,0.0,1.0,0.0,0.37,110
456,Sancho,2,3,5.8,32,3.0,1.7,0.8,2.43,752
688,Wright,2,1,3.9,0,0.0,0.0,0.0,0.00,0
699,Douglas Luiz,2,3,4.9,30,1.0,1.9,1.0,1.88,801
701,Rowe,2,2,4.0,0,0.0,0.0,0.0,0.00,0
702,Burrowes,2,3,4.4,1,0.0,1.0,0.0,0.00,16
703,Proctor,2,1,3.9,0,0.0,0.0,0.0,0.00,0
710,Patterson,2,2,3.9,0,0.0,0.0,0.0,0.00,0
719,Lindelöf,2,2,4.5,22,0.0,1.8,0.0,0.10,572
754,George Hemmings,2,3,4.5,2,0.0,1.0,0.0,0.05,25
757,Hollingshead,2,1,4.0,0,0.0,0.0,0.0,0.00,0
768,Leon Routh,2,2,4.0,0,0.0,0.0,0.0,0.00,0
781,Carroll,2,2,4.0,0,0.0,0.0,0.0,0.00,0
792,Alysson,2,3,5.0,3,0.0,1.0,0.0,0.10,47
808,Abraham,2,4,5.9,15,1.0,1.9,1.0,1.62,196
183,Weiss,3,1,4.3,0,0.0,0.0,-0.5,0.00,0
184,Green,3,1,4.0,0,0.0,0.0,0.0,0.00,0
185,Hladký,3,1,3.9,0,0.0,0.0,-0.5,0.00,0
186,Roberts,3,2,4.3,0,0.0,0.0,-0.1,0.00,0
187,Walker,3,2,4.4,62,3.5,2.1,3.0,1.13,2547
188,Delcroix,3,2,3.8,0,0.0,0.0,0.0,0.00,0
189,Dodgson,3,2,4.0,0,0.0,0.0,0.0,0.00,0
190,Ekdal,3,2,3.8,44,0.0,2.9,-0.5,0.45,1179
191,Estève,3,2,3.9,69,4.5,2.5,4.0,1.25,2402
192,Hartman,3,2,4.0,53,3.5,3.1,3.0,1.95,1500
193,Humphreys,3,2,3.9,40,3.5,2.7,3.0,0.94,1239
194,Jordan,3,2,3.9,0,0.0,0.0,0.0,0.00,0
195,Lucas Pires,3,2,3.8,19,0.5,1.3,0.0,1.53,1102
196,Sambo,3,2,4.0,0,0.0,0.0,0.0,0.00,0
197,Sonne,3,2,3.8,13,0.0,1.9,0.0,0.63,164
198,Tuanzebe,3,2,3.9,27,0.0,2.5,-0.5,0.72,931
199,Worrall,3,2,3.8,20,0.5,1.8,0.0,0.10,496
200,Anthony,3,3,5.0,105,2.5,3.5,2.0,6.52,2108
201,Benson,3,3,5.4,0,0.0,0.0,0.0,0.00,0
202,Bruun Larsen,3,3,5.2,36,0.0,1.6,-0.5,2.41,961
203,Boateng,3,3,4.7,0,0.0,0.0,-0.5,0.00,0
204,Churlinov,3,3,4.9,0,0.0,0.0,0.0,0.00,0
205,Cullen,3,3,4.9,70,0.0,3.9,0.0,2.30,1513
206,Edwards,3,3,4.7,45,1.0,2.4,0.5,3.12,903
207,Hannibal,3,3,4.7,52,1.5,2.3,0.8,1.89,981
208,Koleosho,3,3,5.0,0,0.0,0.0,0.0,0.00,0
209,Laurent,3,3,4.8,50,1.0,1.8,0.0,1.29,1576
210,Tchaouna,3,3,4.8,39,0.5,1.7,0.0,1.64,846
211,A.Ramsey,3,3,4.4,0,0.0,0.0,0.0,0.00,0
212,Adewumi,3,3,4.5,0,0.0,0.0,0.0,0.00,0
213,Banel,3,3,4.5,1,0.0,1.0,0.0,0.00,9
214,Trésor,3,3,4.3,4,0.0,1.0,-0.4,0.00,19
215,Flemming,3,4,5.3,71,4.5,3.2,4.0,6.32,1182
216,Amdouni,3,4,4.8,0,0.0,0.0,-0.1,0.00,0
217,Foster,3,4,4.9,55,3.5,2.4,3.0,3.40,1296
218,Barnes,3,4,4.2,5,0.5,1.0,0.0,0.11,35
219,Obafemi,3,4,4.4,0,0.0,0.0,0.0,0.00,0
470,Dúbravka,3,1,4.0,88,4.0,2.8,3.5,0.04,2790
614,Ward-Prowse,3,3,5.6,25,3.0,2.3,2.5,1.35,728
676,Ugochukwu,3,3,5.0,84,1.5,2.8,1.0,2.54,1967
680,Broja,3,4,5.2,39,0.5,1.9,0.0,2.27,807
722,Florentino,3,3,5.0,66,0.0,2.8,-0.5,0.94,1651
776,Pimlott,3,3,4.5,0,0.0,0.0,-0.5,0.00,0
784,Brierley,3,3,4.5,0,0.0,0.0,-0.5,0.00,0
820,McMahon-Brown,3,3,4.5,0,0.0,0.0,-0.5,0.00,0
66,Neto,4,1,4.5,0,0.0,0.0,0.0,0.00,0
67,Petrović,4,1,4.6,102,4.0,3.3,3.0,0.00,2790
68,Dennis,4,1,4.0,0,0.0,0.0,0.0,0.00,0
69,McKenna,4,1,3.9,0,0.0,0.0,-1.0,0.00,0
70,Paulsen,4,1,4.0,0,0.0,0.0,0.0,0.00,0
71,Zabarnyi,4,2,5.0,0,0.0,0.0,0.0,0.00,0
72,Senesi,4,2,5.1,137,5.5,4.6,4.5,5.49,2658
73,Smith,4,2,4.4,38,4.0,2.1,3.0,0.20,804
74,Truffert,4,2,4.7,122,7.5,3.9,6.5,2.87,2748
75,Akinmboni,4,2,3.8,0,0.0,0.0,-1.0,0.00,0
76,Bevan,4,2,3.8,0,0.0,0.0,-1.0,0.00,0
77,Hill,4,2,4.2,82,3.5,3.7,2.5,1.71,1472
78,J.Araujo,4,2,3.8,0,0.0,0.0,0.0,0.00,0
79,Mepham,4,2,4.0,0,0.0,0.0,0.0,0.00,0
80,Soler,4,2,3.9,3,0.0,1.0,0.0,0.00,34
81,Kluivert,4,3,6.9,40,0.0,2.2,0.0,3.78,914
84,Tavernier,4,3,5.4,109,2.5,4.0,1.5,10.39,2122
85,Adams,4,3,4.9,60,0.0,3.3,-0.5,0.93,1412
86,Brooks,4,3,5.0,48,1.0,1.9,0.0,8.07,1041
